user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S4C1011	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum sp002440625	GCA_002440625.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum sp002440625	99.53	0.82	GCA_002440625.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__Albidovulum sp002440625	99.53	0.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albidovulum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002973535.1, s__Albidovulum denitrificans, 95.0, 82.18, 0.68; GCA_011620265.1, s__Albidovulum sp011620265, 95.0, 81.3, 0.55; GCA_002280515.1, s__Albidovulum sp002280515, 95.0, 81.2, 0.58; GCA_008933605.1, s__Albidovulum sp008933605, 95.0, 80.83, 0.53; GCA_002841115.1, s__Albidovulum sp002841115, 95.0, 80.26, 0.51; GCF_900302475.1, s__Albidovulum aquaemixtae, 95.0, 79.47, 0.47; GCF_002927635.1, s__Albidovulum inexpectatum, 95.0, 78.36, 0.39	92.83	11	N/A	N/A
S4C1036	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEFQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902826635.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEFQ01;s__CADEFQ01 sp902826635	81.75	0.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEFQ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_902826575.1, s__CADEFQ01 sp902826575, 95.0, 79.94, 0.65	13.02	11	0.9677161983347761	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S4C1048	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__SHZI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_009692345.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__SHZI01;s__SHZI01 sp009692345	77.37	0.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.52	11	0.9386019292256546	N/A
S4C1059	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	39.79	11	0.83441741052218	N/A
S4C1079	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__NS-102;s__	N/A	N/A	N/A	N/A	N/A	GCF_009192765.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__NS-102;s__NS-102 sp009192765	83.13	0.63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__NS-102;s__	taxonomic classification defined by topology and ANI	N/A	GCF_003075435.1, s__NS-102 sp003075435, 95.0, 76.82, 0.14	83.5	11	0.9723613897365762	N/A
S4C1112	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__	N/A	N/A	N/A	N/A	N/A	GCF_003721595.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__Palsa-955 sp003721595	77.11	0.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__	taxonomic classification defined by topology and ANI	N/A	GCF_008710285.1, s__Palsa-955 sp008710285, 95.0, 76.77, 0.22	61.66	11	0.9559063114526787	N/A
S4C1120	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Nordella;s__	N/A	N/A	N/A	N/A	N/A	GCF_005502925.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Nordella;s__Nordella sp005502925	92.54	0.83	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Nordella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_011046735.1, s__Nordella sp011046735, 95.0, 85.65, 0.67; GCF_003576695.1, s__Nordella sp003576695, 95.0, 84.19, 0.66; GCF_003574785.1, s__Nordella sp003574785, 95.0, 83.51, 0.62; GCA_005884715.1, s__Nordella sp005884715, 95.0, 82.57, 0.71	92.54	11	0.9955688782506075	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S4C1143	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Tsukamurella;s__	N/A	N/A	N/A	N/A	N/A	GCF_900104775.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Tsukamurella;s__Tsukamurella tyrosinosolvens	91.92	0.92	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Tsukamurella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900631615.1, s__Tsukamurella paurometabola_A, 95.0, 89.67, 0.87; GCF_007858475.1, s__Tsukamurella conjunctivitidis, 95.0, 89.28, 0.87; GCF_007858435.1, s__Tsukamurella asaccharolytica, 95.0, 89.08, 0.75; GCF_900103175.1, s__Tsukamurella pulmonis, 95.0, 88.31, 0.84; GCF_007858445.1, s__Tsukamurella sputi, 95.0, 88.1, 0.83; GCF_001575205.1, s__Tsukamurella pseudospumae, 95.0, 86.85, 0.84; GCF_012396015.1, s__Tsukamurella spumae, 95.0, 86.6, 0.78; GCF_000312385.1, s__Tsukamurella sp000312385, 95.0, 84.23, 0.78; GCF_000092225.1, s__Tsukamurella paurometabola, 95.0, 82.89, 0.7; GCA_903970215.1, s__Tsukamurella sp903970215, 95.0, 79.09, 0.34	61.82	11	0.99387192757581	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S4C1150	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas europaea	GCF_900167395.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas europaea	95.72	0.85	GCF_900167395.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas europaea	95.72	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009833125.1, s__Nitrosomonas sp009833125, 95.0, 80.38, 0.54; GCF_003201195.1, s__Nitrosomonas eutropha, 95.0, 79.74, 0.52; GCF_900116685.1, s__Nitrosomonas eutropha_A, 95.0, 79.56, 0.54; GCA_014584635.1, s__Nitrosomonas eutropha_B, 95.0, 78.57, 0.53	84.61	11	N/A	N/A
S4C1177	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp001427285	GCF_001427285.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp001427285	97.41	0.82	GCF_001427285.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp001427285	97.41	0.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001897075.1, s__Mesorhizobium sp001897075, 95.0, 89.49, 0.77; GCF_001427385.1, s__Mesorhizobium sp001427385, 95.0, 84.7, 0.68; GCF_004801285.1, s__Mesorhizobium composti, 95.0, 80.84, 0.48; GCF_003952485.1, s__Mesorhizobium sp003952485, 95.0, 80.45, 0.49; GCF_004791585.1, s__Mesorhizobium sp004791585, 95.0, 80.45, 0.48; GCF_003952505.1, s__Mesorhizobium sp003952505, 95.0, 80.44, 0.47; GCF_004791025.1, s__Mesorhizobium sp004791025, 95.0, 80.41, 0.52; GCF_003952385.1, s__Mesorhizobium sp003952385, 95.0, 80.4, 0.47; GCA_004963905.1, s__Mesorhizobium sp004963905, 95.0, 80.39, 0.48; GCF_001686985.1, s__Mesorhizobium amorphae_B, 95.0, 80.39, 0.5; GCF_006440735.1, s__Mesorhizobium sp006440735, 95.0, 80.39, 0.47; GCF_000824785.1, s__Mesorhizobium plurifarium, 95.0, 80.38, 0.48; GCF_003289945.1, s__Mesorhizobium hawassense, 95.0, 80.37, 0.49; GCF_014207355.1, s__Mesorhizobium sangaii, 95.0, 80.35, 0.47; GCF_006442965.1, s__Mesorhizobium sp006442965, 95.0, 80.35, 0.49; GCF_900472295.1, s__Mesorhizobium sp900472295, 95.0, 80.34, 0.49; GCF_000824825.2, s__Mesorhizobium sp000824825, 95.0, 80.34, 0.46; GCF_004791165.1, s__Mesorhizobium sp004791165, 95.0, 80.33, 0.48; GCF_003952425.1, s__Mesorhizobium sp003952425, 95.0, 80.33, 0.49; GCA_002200945.1, s__Mesorhizobium amorphae_A, 95.0, 80.31, 0.48; GCF_900115245.1, s__Mesorhizobium sp900115245, 95.0, 80.3, 0.48; GCF_002295065.1, s__Mesorhizobium sp002295065, 95.0, 80.29, 0.47; GCF_000824805.1, s__Mesorhizobium sp000824805, 95.0, 80.29, 0.48; GCF_006442815.1, s__Mesorhizobium sp006442815, 95.0, 80.27, 0.49; GCF_000688075.1, s__Mesorhizobium sp000688075, 95.0, 80.26, 0.48; GCF_006439355.1, s__Mesorhizobium sp006439355, 95.0, 80.26, 0.47; GCA_004020545.1, s__Mesorhizobium sp004020545, 95.0, 80.26, 0.48; GCF_000427725.1, s__Mesorhizobium sp000427725, 95.0, 80.26, 0.47; GCF_003863365.1, s__Mesorhizobium tamadayense, 95.0, 80.26, 0.47; GCF_003353565.1, s__Mesorhizobium sp003353565, 95.0, 80.25, 0.51; GCF_000350085.1, s__Mesorhizobium metallidurans, 95.0, 80.25, 0.47; GCF_006440675.1, s__Mesorhizobium sp006440675, 95.0, 80.25, 0.48; GCF_002295115.1, s__Mesorhizobium sp002295115, 95.0, 80.25, 0.49; GCF_003601985.1, s__Mesorhizobium jarvisii, 95.0, 80.24, 0.49; GCF_003952465.1, s__Mesorhizobium sp003952465, 95.0, 80.24, 0.48; GCF_001510895.1, s__Mesorhizobium loti_A, 95.0, 80.24, 0.48; GCF_008727715.1, s__Mesorhizobium terrae, 95.0, 80.23, 0.47; GCF_004363725.1, s__Mesorhizobium defluvii, 95.0, 80.23, 0.42; GCA_004017535.1, s__Mesorhizobium sp004017535, 95.0, 80.23, 0.47; GCF_000824845.1, s__Mesorhizobium sp000824845, 95.0, 80.21, 0.47; GCF_003601975.1, s__Mesorhizobium waimense, 95.0, 80.21, 0.5; GCF_004016445.2, s__Mesorhizobium sp004016445, 95.0, 80.21, 0.48; GCF_003253745.1, s__Mesorhizobium kowhaii, 95.0, 80.2, 0.49; GCF_006442795.1, s__Mesorhizobium sp006442795, 95.0, 80.19, 0.46; GCF_000359125.1, s__Mesorhizobium sp000359125, 95.0, 80.19, 0.48; GCF_006440775.1, s__Mesorhizobium sp006440775, 95.0, 80.19, 0.47; GCF_007830515.1, s__Mesorhizobium tianshanense, 95.0, 80.19, 0.48; GCF_013520985.1, s__Mesorhizobium sp013520985, 95.0, 80.18, 0.49; GCF_900199455.1, s__Mesorhizobium sp900199455, 95.0, 80.18, 0.5; GCF_003034915.1, s__Mesorhizobium helmanticense, 95.0, 80.18, 0.48; GCF_000009625.1, s__Mesorhizobium japonicum, 95.0, 80.18, 0.5; GCF_001425625.1, s__Mesorhizobium sp001425625, 95.0, 80.18, 0.48; GCF_002270415.1, s__Mesorhizobium sophorae, 95.0, 80.18, 0.48; GCF_003289965.1, s__Mesorhizobium sp003289965, 95.0, 80.18, 0.49; GCF_000176035.2, s__Mesorhizobium opportunistum, 95.0, 80.18, 0.49; GCF_003148495.1, s__Mesorhizobium loti, 95.0, 80.17, 0.49; GCF_000502715.1, s__Mesorhizobium sp000502715, 95.0, 80.17, 0.49; GCF_002356515.1, s__Mesorhizobium loti_C, 95.0, 80.16, 0.5; GCF_013170705.1, s__Mesorhizobium loti_D, 95.0, 80.16, 0.5; GCF_002294985.1, s__Mesorhizobium sp002294985, 95.0, 80.15, 0.46; GCF_900472585.1, s__Mesorhizobium sp900472585, 95.0, 80.15, 0.48; GCA_004962245.1, s__Mesorhizobium sp004962245, 95.0, 80.14, 0.47; GCF_000425965.1, s__Mesorhizobium sp000425965, 95.0, 80.14, 0.46; GCF_900103325.1, s__Mesorhizobium qingshengii, 95.0, 80.12, 0.49; GCF_003952365.1, s__Mesorhizobium sp003952365, 95.0, 80.12, 0.47; GCF_004919685.1, s__Mesorhizobium norvegicum, 95.0, 80.12, 0.51; GCF_004022705.2, s__Mesorhizobium sp004022705, 95.0, 80.11, 0.48; GCF_013170825.1, s__Mesorhizobium sp013170825, 95.0, 80.11, 0.49; GCF_000472705.1, s__Mesorhizobium erdmanii, 95.0, 80.11, 0.48; GCF_007003975.1, s__Mesorhizobium sp007003975, 95.0, 80.1, 0.48; GCF_002284565.1, s__Mesorhizobium mediterraneum, 95.0, 80.08, 0.47; GCF_004010325.2, s__Mesorhizobium sp004010325, 95.0, 80.06, 0.47; GCF_900099905.1, s__Mesorhizobium muleiense, 95.0, 80.06, 0.46; GCF_002294725.1, s__Mesorhizobium sp002294725, 95.0, 80.05, 0.48; GCF_001854785.1, s__Mesorhizobium sp001854785, 95.0, 80.04, 0.46; GCF_003952525.1, s__Mesorhizobium sp002294945, 95.0, 80.03, 0.46; GCF_001427025.1, s__Mesorhizobium sp001427025, 95.0, 80.02, 0.48; GCA_004962925.1, s__Mesorhizobium sp004962925, 95.0, 80.0, 0.42; GCF_900156895.1, s__Mesorhizobium prunaredense, 95.0, 80.0, 0.46; GCF_002294995.1, s__Mesorhizobium sp002294995, 95.0, 79.98, 0.46; GCA_004020645.1, s__Mesorhizobium sp004020645, 95.0, 79.97, 0.46; GCA_001899205.1, s__Mesorhizobium sp001899205, 95.0, 79.94, 0.48; GCF_013170805.1, s__Mesorhizobium sp013170805, 95.0, 79.93, 0.5; GCA_004020105.1, s__Mesorhizobium sp004020105, 95.0, 79.93, 0.47; GCA_004020875.1, s__Mesorhizobium sp004020875, 95.0, 79.93, 0.47; GCF_002284575.1, s__Mesorhizobium temperatum, 95.0, 79.92, 0.47; GCF_000503055.1, s__Mesorhizobium sp000503055, 95.0, 79.91, 0.46; GCF_000502835.1, s__Mesorhizobium sp000502835, 95.0, 79.91, 0.46; GCA_004020315.1, s__Mesorhizobium sp004020315, 95.0, 79.91, 0.46; GCF_014201615.1, s__Mesorhizobium lusatiense, 95.0, 79.9, 0.39; GCF_002284535.1, s__Mesorhizobium wenxiniae, 95.0, 79.9, 0.46; GCA_004020365.1, s__Mesorhizobium sp004020365, 95.0, 79.88, 0.46; GCA_005063415.1, s__Mesorhizobium sp005063415, 95.0, 79.85, 0.42; GCF_004136315.1, s__Mesorhizobium sp004136315, 95.0, 79.48, 0.43; GCA_003963455.1, s__Mesorhizobium sp003963455, 95.0, 79.37, 0.39; GCF_002858745.1, s__Mesorhizobium loti_F, 95.0, 79.37, 0.42; GCF_001303895.1, s__Mesorhizobium sp001303895, 95.0, 79.33, 0.45; GCF_002075885.1, s__Mesorhizobium manganicum, 95.0, 79.2, 0.39; GCA_003242525.1, s__Mesorhizobium sp003242525, 95.0, 78.26, 0.41	70.4	11	N/A	N/A
S4C1219	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.67	11	0.7377298635405287	N/A
S4C1249	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEFQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902826635.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEFQ01;s__CADEFQ01 sp902826635	82.31	0.51	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEFQ01;s__	taxonomic classification defined by topology and ANI	N/A	GCA_902826575.1, s__CADEFQ01 sp902826575, 95.0, 80.3, 0.37	16.6	11	0.9719646479713132	N/A
S4C1261	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_001425865.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__Rhizobacter sp001425865	82.44	0.65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	taxonomic classification defined by topology and ANI	N/A	GCF_012932665.1, s__Rhizobacter sp012932665, 95.0, 81.42, 0.58; GCF_900142965.1, s__Rhizobacter sp900142965, 95.0, 81.23, 0.59; GCF_000799605.1, s__Rhizobacter sp000799605, 95.0, 81.17, 0.61; GCF_001425825.1, s__Rhizobacter sp001425825, 95.0, 81.14, 0.59; GCF_000800095.1, s__Rhizobacter sp000800095, 95.0, 81.13, 0.61; GCF_012275445.1, s__Rhizobacter sp012275445, 95.0, 81.08, 0.6; GCA_001263235.1, s__Rhizobacter sp001263235, 95.0, 80.98, 0.56; GCF_013366375.1, s__Rhizobacter sp013366375, 95.0, 80.49, 0.54; GCA_005882155.1, s__Rhizobacter sp005882155, 95.0, 80.45, 0.45; GCA_903830565.1, s__Rhizobacter sp903830565, 95.0, 80.22, 0.47; GCF_003852895.1, s__Rhizobacter soli, 95.0, 79.98, 0.53; GCA_903905475.1, s__Rhizobacter sp903905475, 95.0, 79.93, 0.42; GCA_002255905.1, s__Rhizobacter sp002255905, 95.0, 79.73, 0.36; GCA_003152055.1, s__Rhizobacter sp003152055, 95.0, 79.71, 0.47; GCF_000799305.1, s__Rhizobacter sp000799305, 95.0, 79.62, 0.52; GCF_002116905.1, s__Rhizobacter gummiphilus, 95.0, 79.53, 0.5; GCF_001425785.1, s__Rhizobacter sp001425785, 95.0, 79.39, 0.44; GCA_001464195.1, s__Rhizobacter sp001464195, 95.0, 79.38, 0.36; GCA_002281415.1, s__Rhizobacter sp002281415, 95.0, 79.33, 0.36; GCA_014380155.1, s__Rhizobacter sp014380155, 95.0, 79.26, 0.37; GCF_903643055.1, s__Rhizobacter sp903643055, 95.0, 78.4, 0.26; GCA_014379885.1, s__Rhizobacter sp014379885, 95.0, 78.16, 0.31	90.31	11	0.970397292858081	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S4C1264	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012515535.1	95.0	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__JAAYYF01 sp012515535	79.21	0.46	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	59.42	11	0.9062429685428606	N/A
S4C12691	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__	ANI	N/A	GCF_009184905.1, s__Parvibaculum sedimenti, 95.0, 80.07, 0.52; GCA_903889655.1, s__Parvibaculum sp903889655, 95.0, 79.96, 0.49; GCA_002841195.1, s__Parvibaculum sp002841195, 95.0, 79.42, 0.49; GCF_000017565.1, s__Parvibaculum lavamentivorans, 95.0, 79.38, 0.41; GCA_002480495.1, s__Parvibaculum sp002480495, 95.0, 78.83, 0.39; GCA_002842875.1, s__Parvibaculum sp002842875, 95.0, 78.69, 0.41; GCA_002684405.1, s__Parvibaculum sp002684405, 95.0, 78.62, 0.34; GCA_002694985.1, s__Parvibaculum sp002694985, 95.0, 78.6, 0.36; GCF_011762095.1, s__Parvibaculum indicum, 95.0, 78.57, 0.37; GCA_014359855.1, s__Parvibaculum sp014359855, 95.0, 78.5, 0.4; GCA_013823365.1, s__Parvibaculum sp013823365, 95.0, 78.03, 0.37	98.07	11	0.9325048937536637	N/A
S4C1349	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__62-47;s__	N/A	N/A	N/A	N/A	N/A	GCA_001899255.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__62-47;s__62-47 sp001899255	80.33	0.62	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.51	11	0.9704740063646368	N/A
S4C1375	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp001724985	GCA_001724985.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp001724985	97.99	0.69	GCA_001724985.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp001724985	97.99	0.69	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013822795.1, s__Phenylobacterium sp013822795, 95.0, 85.35, 0.82; GCF_001425305.1, s__Phenylobacterium sp001425305, 95.0, 85.29, 0.8; GCF_014196295.1, s__Phenylobacterium haematophilum, 95.0, 85.03, 0.83; GCF_001429025.1, s__Phenylobacterium sp001429025, 95.0, 84.31, 0.8; GCF_003254505.1, s__Phenylobacterium hankyongense, 95.0, 81.65, 0.64; GCF_003254475.1, s__Phenylobacterium sp003254475, 95.0, 81.25, 0.66; GCA_013911965.1, s__Phenylobacterium sp013911965, 95.0, 81.21, 0.68; GCF_000017265.1, s__Phenylobacterium zucineum, 95.0, 81.08, 0.69; GCF_001557235.1, s__Phenylobacterium sp001557235, 95.0, 80.9, 0.64; GCA_004799545.1, s__Phenylobacterium sp004799545, 95.0, 80.8, 0.62; GCA_004799515.1, s__Phenylobacterium sp004799515, 95.0, 80.49, 0.63; GCA_004297125.1, s__Phenylobacterium sp004297125, 95.0, 80.43, 0.66; GCF_003254525.1, s__Phenylobacterium kunshanense, 95.0, 80.33, 0.59; GCA_001824475.1, s__Phenylobacterium sp001824475, 95.0, 80.29, 0.64; GCA_903822175.1, s__Phenylobacterium sp903822175, 95.0, 80.24, 0.58; GCA_004799395.1, s__Phenylobacterium sp004799395, 95.0, 80.22, 0.54; GCA_002363865.1, s__Phenylobacterium sp002363865, 95.0, 80.17, 0.6; GCA_003136395.1, s__Phenylobacterium sp003136395, 95.0, 80.12, 0.57; GCA_004299445.1, s__Phenylobacterium sp004299445, 95.0, 80.04, 0.58; GCA_001724605.1, s__Phenylobacterium sp001724605, 95.0, 80.03, 0.6; GCF_003254705.1, s__Phenylobacterium deserti, 95.0, 80.01, 0.55; GCA_902826855.1, s__Phenylobacterium sp902826855, 95.0, 79.59, 0.58; GCF_003150835.1, s__Phenylobacterium sp003150835, 95.0, 79.45, 0.46; GCA_903933475.1, s__Phenylobacterium sp903933475, 95.0, 79.09, 0.36; GCA_002441055.1, s__Phenylobacterium sp002441055, 95.0, 78.99, 0.43; GCA_903842425.1, s__Phenylobacterium sp903842425, 95.0, 78.93, 0.37; GCF_001375595.1, s__Phenylobacterium immobile, 95.0, 78.92, 0.43; GCA_903930545.1, s__Phenylobacterium sp903930545, 95.0, 78.86, 0.38; GCA_002256425.1, s__Phenylobacterium sp002256425, 95.0, 78.8, 0.49; GCA_903912465.1, s__Phenylobacterium sp903912465, 95.0, 78.74, 0.34; GCA_903909375.1, s__Phenylobacterium sp903909375, 95.0, 78.7, 0.44; GCA_903928755.1, s__Phenylobacterium sp903928755, 95.0, 77.74, 0.25; GCA_903892305.1, s__Phenylobacterium sp903892305, 95.0, 77.59, 0.22; GCA_903860975.1, s__Phenylobacterium sp903860975, 95.0, 77.47, 0.3; GCA_002221445.1, s__Phenylobacterium zucineum_B, 95.0, 76.9, 0.21	34.54	11	N/A	N/A
S4C1424	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas mobilis	GCF_900103035.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas mobilis	98.86	0.72	GCF_900103035.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas mobilis	98.86	0.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900167395.1, s__Nitrosomonas europaea, 95.0, 89.68, 0.37; GCF_009833125.1, s__Nitrosomonas sp009833125, 95.0, 79.89, 0.29; GCF_003201195.1, s__Nitrosomonas eutropha, 95.0, 79.07, 0.27; GCF_900116685.1, s__Nitrosomonas eutropha_A, 95.0, 78.54, 0.31; GCA_014584635.1, s__Nitrosomonas eutropha_B, 95.0, 77.7, 0.31	60.19	11	N/A	Genome has more than 38.3% of markers with multiple hits
